ID_Denuncia,FechaDenuncia,HoraDenuncia,TipoRobo,ZonaHecho,NombreDenunciante,EdadDenunciante,GeneroDenunciante,DescripcionHecho,MedioPrueba,UnidadInvestigacion,EstadoCaso,SospechosoIdentificado,MontoEstimadoPerdido,ReincidenciaZona
FELCC-00317,2025-05-07,22:49:59,Robo en vía pública,Miraflores,María Carmen Abril Portero,19,Femenino,Corrupti expedita quod laudantium eligendi reprehenderit alias. Consectetur ex laboriosam voluptatum nihil facere. Molestias sint temporibus veritatis cum nihil.,Ninguno,Unidad de Delitos Contra la Propiedad,Con detenido,No,4290,Baja
FELCC-00318,2025-05-07,23:44:34,Robo a mano armada,El Alto 1ra,Jimena Fuertes Ariza,68,Femenino,"Consequatur aut assumenda illum minima dolor. Non alias deserunt enim.
Aspernatur ipsam sapiente iure at. Suscipit assumenda architecto facilis.",Ninguno,División Cibercrimen,En investigación,No,24101,Alta
FELCC-00319,2025-05-07,10:05:32,Robo a comercio,Zona Sur,Santos Amores Estevez,61,Masculino,Amet optio dignissimos amet odit. Error debitis molestias magni eaque aut quidem inventore.,Testigos,Unidad de Delitos Contra la Propiedad,Sin pistas,No,9020,Alta
FELCC-00320,2025-05-07,00:30:49,Robo en vía pública,Centro La Paz,Coral Verónica Soler Palomino,73,Masculino,Dolor voluptates quia expedita repudiandae. Cum unde fugiat maxime id. Doloribus cumque odio veniam. Sit mollitia quas.,Cámara de seguridad,División Cibercrimen,Con detenido,Sí,22349,Alta
FELCC-00321,2025-05-07,03:14:02,Robo de vehículo,Villa El Carmen,Azeneth Soto Perez,64,Femenino,"Accusamus aliquam voluptatibus veniam neque soluta necessitatibus.
Pariatur ea ab facilis eum eos. Explicabo adipisci in voluptatum magni consequatur molestiae.",Testigos,Unidad de Robo de Vehículos,Sin pistas,Sí,20847,Alta
FELCC-00322,2025-05-07,15:42:22,Robo en vía pública,Sopocachi,Cruz de Sáenz,34,Femenino,Perferendis odit debitis corrupti corrupti suscipit vel. Amet esse et libero consequatur impedit.,Ninguno,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,44058,Alta
FELCC-00323,2025-05-07,13:59:49,Robo a comercio,Villa El Carmen,Estefanía Conesa Céspedes,53,Femenino,Totam distinctio autem nulla eius. Assumenda natus mollitia asperiores amet. Eveniet libero quia.,Testigos,División Cibercrimen,En investigación,Sí,2149,Baja
FELCC-00324,2025-05-07,15:14:03,Robo a mano armada,Miraflores,Otilia Pedrero Perea,52,Femenino,Distinctio placeat accusamus deleniti facilis nesciunt eaque. Soluta iure doloremque maxime animi at iure. Placeat provident necessitatibus minus.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Sin pistas,Sí,41460,Media
FELCC-00325,2025-05-07,08:00:59,Robo en vía pública,Zona Sur,Bautista Serra,21,Masculino,"Nemo asperiores veniam officiis. Corporis quaerat libero.
At velit possimus numquam. Voluptas debitis accusamus assumenda doloremque totam beatae maxime.",Cámara de seguridad,División Cibercrimen,Con detenido,No,22422,Alta
FELCC-00326,2025-05-07,15:55:00,Robo en vía pública,Sopocachi,Regina Arribas Palmer,50,Masculino,"Alias praesentium sint facilis aperiam. A ipsa velit optio neque voluptas.
Esse labore quaerat occaecati in ab dolorum. Illo aspernatur sed eveniet deserunt.",Cámara de seguridad,División Cibercrimen,Derivado a fiscalía,Sí,11747,Baja
FELCC-00327,2025-05-07,21:51:43,Robo a comercio,Miraflores,Anastasia del Rivas,29,Masculino,Incidunt sapiente illo velit. Voluptas quisquam praesentium qui. Rerum blanditiis beatae reiciendis saepe.,Ninguno,Unidad de Robo de Vehículos,Con detenido,Sí,35100,Baja
FELCC-00328,2025-05-07,22:45:21,Robo a mano armada,Zona Sur,Toni Ramón Múgica,25,Masculino,Similique minus praesentium nostrum. Voluptas eius eos corporis fuga laboriosam optio voluptatum. Quae facilis nisi delectus delectus nam beatae saepe.,Ninguno,Unidad de Robo de Vehículos,En investigación,No,47640,Baja
FELCC-00329,2025-05-07,15:56:23,Robo a mano armada,Centro La Paz,Rufino de Castilla,65,Femenino,Nam labore deleniti quia. Soluta architecto assumenda enim autem similique unde facilis.,Ninguno,Unidad de Robo de Vehículos,Cerrado,No,42511,Alta
FELCC-00330,2025-05-07,19:25:00,Robo a mano armada,Zona Sur,Aroa María Del Carmen Palma Gallego,70,Femenino,"Sed sed ipsa molestias. Nam iusto ex deserunt quo.
Dolores illum animi alias molestiae voluptas saepe. Omnis voluptates dolore optio saepe rem.",Huella digital,División Cibercrimen,Cerrado,Sí,33204,Media
FELCC-00331,2025-05-07,20:13:16,Robo domiciliario,Villa El Carmen,Onofre Conde,71,Masculino,"Occaecati veniam ad eius architecto dolore consectetur accusamus.
Repudiandae eum repellat dolor quaerat. Dolore reprehenderit maiores minus. Quisquam debitis explicabo vitae.",Reconocimiento visual,División Cibercrimen,Cerrado,No,33304,Media
FELCC-00332,2025-05-07,06:11:04,Robo domiciliario,Zona Sur,Trinidad Jose Antonio Vall Sierra,25,Femenino,Similique architecto soluta quod excepturi totam amet sit. Modi exercitationem error quaerat delectus ea deserunt. Quaerat consectetur perspiciatis recusandae iste aperiam.,Huella digital,Unidad de Robo de Vehículos,Derivado a fiscalía,Sí,21534,Alta
FELCC-00333,2025-05-07,08:00:26,Robo de vehículo,Centro La Paz,Miguel Ángel Hernando Otero,34,Femenino,"Quidem quasi vel nulla id. Earum fuga repellat iusto. Ab nemo et iure iusto voluptate.
Vitae non iusto quam. Eveniet culpa non asperiores ullam expedita aliquid. At quas sequi.",Ninguno,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,44900,Alta
FELCC-00334,2025-05-07,14:51:46,Robo a mano armada,Zona Sur,Clementina Bermejo,32,Masculino,"Adipisci hic odit blanditiis exercitationem iste sit. Dicta tempora veritatis dignissimos ex numquam ea.
Sit accusamus aspernatur maiores nostrum modi soluta.",Ninguno,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,21956,Media
FELCC-00335,2025-05-07,09:55:36,Robo domiciliario,Villa El Carmen,Asunción Gabaldón-Tamarit,72,Masculino,"Libero itaque repellendus voluptatibus. Dignissimos et quam minus odio incidunt totam. Doloremque minima animi alias ipsum.
Libero natus incidunt quidem.",Reconocimiento visual,Unidad de Robo de Vehículos,En investigación,Sí,24429,Baja
FELCC-00336,2025-05-07,03:35:13,Robo a mano armada,Miraflores,Elpidio Nuñez-Cerdá,39,Masculino,Sequi libero impedit aspernatur molestiae perferendis. Placeat perferendis dolor voluptas consequatur architecto. Distinctio necessitatibus repellat laudantium.,Ninguno,Unidad de Robo de Vehículos,Sin pistas,No,35090,Alta
FELCC-00337,2025-05-07,20:04:11,Robo a comercio,Villa El Carmen,Araceli Jaume Palmer,54,Masculino,"Dolorem repellat nam consectetur.
Illum maxime culpa sequi beatae accusamus ullam. Ex asperiores ea officiis placeat explicabo maxime. Nulla nobis alias voluptatem.",Testigos,Unidad de Delitos Contra la Propiedad,En investigación,Sí,36586,Baja
FELCC-00338,2025-05-07,02:40:42,Robo de vehículo,El Alto 1ra,Amancio Lago Vigil,36,Masculino,Consequatur molestiae cupiditate beatae at veritatis. Quasi consequatur id suscipit saepe itaque quos. Eos laudantium incidunt doloremque tempore.,Ninguno,División Cibercrimen,Con detenido,Sí,11925,Alta
FELCC-00339,2025-05-07,09:15:49,Robo a comercio,Miraflores,Anselma Araujo Escribano,72,Masculino,Officiis exercitationem saepe quod. Porro perspiciatis magni veniam repudiandae voluptatibus aliquam assumenda. Nulla laborum atque molestias modi ullam.,Cámara de seguridad,División Cibercrimen,Sin pistas,No,8860,Baja
FELCC-00340,2025-05-07,17:10:01,Robo en vía pública,Miraflores,Íngrid Evelia Cerro Baquero,54,Masculino,Ea quos perferendis perspiciatis repudiandae expedita. Repudiandae quo alias officia minima quae ducimus sed. Voluptatibus sit velit pariatur voluptate.,Testigos,División Cibercrimen,En investigación,No,23023,Baja
FELCC-00341,2025-05-07,18:21:44,Robo de vehículo,Sopocachi,Bernabé Sevillano-Melero,71,Masculino,Quae laudantium quas expedita amet. Nostrum fugiat enim. Eius dignissimos odit nemo sint eaque. Veniam magni autem facere esse commodi.,Ninguno,Unidad de Robo de Vehículos,Derivado a fiscalía,Sí,45883,Media
FELCC-00342,2025-05-07,23:53:53,Robo a comercio,Zona Sur,Sebastian Catalá Baños,66,Masculino,Cumque debitis alias reiciendis alias dolorum debitis. Praesentium incidunt hic ab impedit aliquid deserunt quos.,Huella digital,División Cibercrimen,Cerrado,No,41103,Alta
FELCC-00343,2025-05-07,02:07:59,Robo a mano armada,Villa El Carmen,Lupe Nevado,35,Masculino,"Dolorum voluptates corporis aspernatur. Placeat natus cum.
Ipsam ut ullam accusamus. Aut deserunt animi fugiat eligendi expedita saepe.",Testigos,División Cibercrimen,Con detenido,Sí,7035,Baja
FELCC-00344,2025-05-07,20:34:08,Robo de vehículo,Centro La Paz,Hilda Alfonso Esteve,58,Femenino,Praesentium magnam consectetur vero ex asperiores autem voluptates. Corporis repellat molestiae architecto quia illo a. Amet asperiores culpa hic blanditiis sit.,Ninguno,Unidad de Delitos Contra la Propiedad,En investigación,Sí,13200,Alta
FELCC-00345,2025-05-07,14:29:00,Robo a mano armada,Villa El Carmen,José Manuel Boix Atienza,45,Masculino,Dolorem beatae atque voluptate doloribus cupiditate exercitationem cum. Adipisci nulla modi tempora cum pariatur corporis.,Ninguno,Unidad de Robo de Vehículos,Con detenido,Sí,2753,Media
FELCC-00346,2025-05-07,10:15:32,Robo a comercio,Sopocachi,María José Vázquez Jaén,34,Femenino,Ut ducimus fugiat corporis veniam unde. Cumque quis corporis dicta repellendus sunt mollitia iusto. Laudantium eos unde possimus repellat facilis.,Huella digital,Unidad de Robo de Vehículos,Sin pistas,Sí,8448,Media
FELCC-00347,2025-05-07,23:56:44,Robo en vía pública,Miraflores,Rubén Valenzuela,43,Masculino,Sunt provident voluptas consectetur cumque nostrum. Expedita ad odit explicabo excepturi eaque.,Testigos,División Cibercrimen,Derivado a fiscalía,Sí,9983,Baja
FELCC-00348,2025-05-07,17:31:12,Robo a comercio,Villa El Carmen,Felicia Ojeda Coello,44,Femenino,Illum et similique assumenda quidem consectetur ipsam. Laudantium itaque corporis voluptatum debitis tempora dicta dolorem. Sunt quas reprehenderit.,Ninguno,División Cibercrimen,Con detenido,Sí,14726,Baja
FELCC-00349,2025-05-07,01:54:57,Robo de vehículo,Villa El Carmen,Rosario Eugenia Orozco Valcárcel,70,Femenino,"Repellendus voluptatem repudiandae beatae accusamus suscipit. Dicta ipsa ab eius deleniti officia similique.
Provident illum repudiandae reiciendis minus.",Ninguno,Unidad de Delitos Contra la Propiedad,Cerrado,No,40977,Baja
FELCC-00350,2025-05-07,10:28:17,Robo a comercio,Miraflores,Chucho Mate Rios,58,Masculino,Omnis accusamus numquam harum. Placeat expedita praesentium aperiam maiores. Pariatur dolores asperiores libero mollitia.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,En investigación,No,46898,Media
FELCC-00351,2025-05-07,09:54:27,Robo a comercio,Villa El Carmen,Paco Laguna Uribe,21,Femenino,Eaque deserunt quaerat velit ipsam necessitatibus repellat dolorum. Dolore et omnis eum facilis. Deleniti fugiat reiciendis odit officiis magnam ipsum voluptatum.,Testigos,Unidad de Delitos Contra la Propiedad,En investigación,No,15644,Baja
FELCC-00352,2025-05-07,05:20:22,Robo en vía pública,Zona Sur,Isabela Rubio Fernández,50,Masculino,Incidunt tempore at totam ea facilis. Repellat voluptatibus doloribus occaecati explicabo. Impedit ex iure soluta rerum. Nulla consectetur illum culpa illum deleniti.,Ninguno,Unidad de Robo de Vehículos,Cerrado,Sí,48221,Alta
FELCC-00353,2025-05-07,01:37:49,Robo a comercio,Villa El Carmen,Socorro Figueras Prado,25,Femenino,"Dolores voluptatum ducimus vero magnam.
Rerum at aperiam ipsa doloribus at. Vitae quae reiciendis ipsa illum sint deleniti.",Testigos,División Cibercrimen,Con detenido,No,25243,Alta
FELCC-00354,2025-05-07,04:50:19,Robo de vehículo,Sopocachi,Florentina Puig-Rosa,26,Femenino,"Explicabo iste pariatur nulla consectetur doloribus omnis. Laudantium eaque quidem similique adipisci ipsa odit.
Nam sapiente recusandae quae. Nulla recusandae aspernatur quod.",Ninguno,Unidad de Robo de Vehículos,Con detenido,No,35984,Baja
FELCC-00355,2025-05-07,18:49:00,Robo a comercio,Zona Sur,Soraya Escrivá Manzanares,58,Femenino,"Corporis tempore tempora quas. Adipisci vero ad veniam repudiandae molestiae aspernatur.
Debitis perspiciatis enim esse facilis perspiciatis ut omnis.",Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Con detenido,Sí,4210,Alta
FELCC-00356,2025-05-07,00:09:04,Robo a comercio,Sopocachi,Vera Baena Martin,65,Masculino,"Dolore atque libero dolore vel explicabo vitae vel. Soluta nostrum quas molestias perferendis totam. Nobis ipsum nesciunt dolore.
Quisquam nulla expedita repudiandae doloribus.",Huella digital,Unidad de Robo de Vehículos,Con detenido,Sí,39361,Alta
FELCC-00357,2025-05-07,05:52:54,Robo a comercio,Centro La Paz,Purificación Alcalá Amaya,65,Masculino,Nam vero porro perspiciatis dolore iusto quas culpa. Ducimus alias tenetur eaque nesciunt eius voluptatem. Aspernatur vel maiores.,Huella digital,Unidad de Robo de Vehículos,Derivado a fiscalía,No,2366,Baja
FELCC-00358,2025-05-07,07:01:38,Robo de vehículo,Zona Sur,Óscar Mesa Roca,38,Masculino,"Eum aliquam eius dignissimos numquam unde. Placeat hic itaque ea. Nam deserunt voluptatem earum accusantium maiores.
Numquam nihil voluptatum.",Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,48966,Alta
FELCC-00359,2025-05-07,14:49:28,Robo de vehículo,Centro La Paz,Jesús Borrás Juliá,60,Masculino,"Dolores perferendis iusto eveniet sint. Est dolores facere assumenda.
Modi quo quas iusto adipisci commodi. Beatae sint at dolores laboriosam aliquam.",Cámara de seguridad,Unidad de Robo de Vehículos,Sin pistas,No,37004,Baja
FELCC-00360,2025-05-07,10:30:49,Robo a mano armada,Sopocachi,Valentina Estela Doménech Cabeza,42,Femenino,Architecto blanditiis in modi officia maiores autem. Exercitationem aut maxime id delectus.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,42855,Alta
FELCC-00361,2025-05-07,07:59:52,Robo a comercio,El Alto 1ra,Rosalva de Esteve,21,Masculino,"Officia praesentium quas praesentium incidunt error.
Debitis veritatis earum porro. Tempora similique perferendis sit itaque consectetur aperiam.",Ninguno,Unidad de Robo de Vehículos,Cerrado,Sí,645,Media
FELCC-00362,2025-05-07,01:35:23,Robo en vía pública,Villa El Carmen,Victoria Hortensia Ocaña Bermudez,53,Femenino,Ipsa occaecati mollitia magnam aliquam mollitia odio voluptatem. Assumenda velit nam sequi adipisci.,Ninguno,Unidad de Delitos Contra la Propiedad,En investigación,No,13793,Media
FELCC-00363,2025-05-07,01:29:34,Robo de vehículo,Centro La Paz,Miriam Consuelo Perez Tovar,22,Masculino,Porro corporis quam labore dolor. Doloribus blanditiis ex ea.,Cámara de seguridad,Unidad de Robo de Vehículos,En investigación,Sí,25746,Alta
FELCC-00364,2025-05-07,05:50:04,Robo a mano armada,El Alto 1ra,Manu Gargallo Mateos,45,Femenino,Ducimus ducimus libero repellat minima unde perferendis. Tenetur modi totam labore cupiditate. Omnis dolores quis fugiat.,Testigos,Unidad de Delitos Contra la Propiedad,Con detenido,Sí,15019,Baja
FELCC-00365,2025-05-07,11:28:49,Robo en vía pública,Sopocachi,Leyre Pili Leiva Cerdá,42,Masculino,"Quia recusandae dolore eos. Ducimus eos odio corrupti tenetur.
Unde quas veniam quod.",Reconocimiento visual,División Cibercrimen,Sin pistas,No,46646,Alta
FELCC-00366,2025-05-07,22:51:59,Robo de vehículo,Sopocachi,Arcelia Gomis Delgado,45,Masculino,"Perspiciatis animi deleniti quas. Consequuntur ipsum laboriosam consequatur esse id nemo placeat.
Ad consectetur minus nihil ipsam deleniti. Fugit odit tempore fuga consequatur.",Huella digital,División Cibercrimen,Cerrado,Sí,17270,Media
FELCC-00367,2025-05-07,07:01:24,Robo en vía pública,Villa El Carmen,Andrés Mascaró Vilar,74,Masculino,Officiis molestiae facilis nesciunt odio eveniet expedita. Corporis at sit. Nemo officia doloribus minima. Vitae voluptatibus reprehenderit autem.,Testigos,División Cibercrimen,Derivado a fiscalía,No,47692,Media
FELCC-00368,2025-05-07,21:17:25,Robo en vía pública,El Alto 1ra,Haydée Azahar Zabala Urrutia,72,Masculino,"Beatae autem accusamus consectetur pariatur. Quos commodi architecto unde quas. Qui esse cumque fugit eveniet aspernatur atque.
Debitis molestiae cumque a voluptates illum ipsam.",Huella digital,Unidad de Delitos Contra la Propiedad,Cerrado,No,48128,Media
FELCC-00369,2025-05-07,06:52:16,Robo a mano armada,Centro La Paz,Maxi Leandro Lucas Miró,55,Masculino,Eaque temporibus libero quibusdam repellendus vel impedit. Enim maxime nihil ipsum asperiores voluptas.,Testigos,Unidad de Robo de Vehículos,En investigación,Sí,5435,Media
FELCC-00370,2025-05-07,11:37:13,Robo en vía pública,Villa El Carmen,Albino Girona,50,Masculino,"Fugit alias fuga deserunt. Sequi perspiciatis corporis. Necessitatibus aspernatur tempore officiis quaerat pariatur cum.
Rerum eaque ipsum tenetur.",Cámara de seguridad,División Cibercrimen,Con detenido,No,7856,Media
FELCC-00371,2025-05-07,21:13:27,Robo domiciliario,Miraflores,María Nadia Blanco Merino,34,Femenino,Libero laboriosam natus itaque. Sapiente repudiandae perferendis excepturi suscipit consectetur ut fugiat. Quam laudantium ipsa nemo optio labore.,Huella digital,Unidad de Delitos Contra la Propiedad,En investigación,No,45278,Baja
FELCC-00372,2025-05-07,23:47:44,Robo domiciliario,El Alto 1ra,Marisol Beltran Exposito,39,Masculino,"Modi dolore et vero eaque a laboriosam odio.
Et accusamus magni laudantium incidunt. Nostrum voluptatem reiciendis libero vitae sit.",Testigos,División Cibercrimen,Con detenido,Sí,19416,Alta
FELCC-00373,2025-05-07,10:28:26,Robo de vehículo,Villa El Carmen,Celia Moraleda Cifuentes,66,Femenino,"Culpa tempora ipsam aut fugit. Quidem sunt harum ad impedit nulla ipsum incidunt.
Veniam corporis doloribus. Nam sunt itaque corrupti vero eaque fuga.",Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,26141,Baja
FELCC-00374,2025-05-07,20:21:02,Robo en vía pública,Centro La Paz,Sandra Mínguez-Maestre,73,Femenino,"Rerum necessitatibus necessitatibus eius. Ut alias pariatur ratione. Fugit saepe voluptatem aliquam.
Veniam nihil sapiente. Nesciunt ea ipsam pariatur dicta a.",Huella digital,Unidad de Robo de Vehículos,Sin pistas,Sí,8514,Baja
FELCC-00375,2025-05-07,21:02:27,Robo a mano armada,Zona Sur,Modesto Tejedor-Lluch,50,Masculino,Nobis eligendi sed soluta voluptates iusto. Repellat tempore libero sint. Consectetur magni nam consequuntur sit similique quis.,Testigos,Unidad de Robo de Vehículos,En investigación,No,7851,Alta
FELCC-00376,2025-05-07,23:48:12,Robo a mano armada,Sopocachi,Adalberto Bermudez Font,35,Femenino,Maiores error nisi eaque. Quidem sunt libero sequi id quod. Architecto laboriosam corporis fuga quas consequatur ducimus.,Testigos,Unidad de Delitos Contra la Propiedad,En investigación,Sí,17274,Baja
